STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/4/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/5/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/6/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/7/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/8/2019,,,0.34,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/9/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/10/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/11/2019,,,0.03,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/12/2019,,,0.23,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/13/2019,,,0.02,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/14/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/15/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/16/2019,,,0.52,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/17/2019,,,1.56,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/18/2019,,,0.95,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/19/2019,,,0.01,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/20/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/21/2019,,,0.02,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/22/2019,,,0.15,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/23/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/24/2019,,,0.14,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/25/2019,,,0.1,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/26/2019,,,1.45,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/27/2019,,,1.12,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/28/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/29/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/30/2019,,,1.69,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,8/31/2019,,,0.06,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/1/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/2/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/3/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/4/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/5/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/6/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/7/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/8/2019,,,0.32,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/9/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/10/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/16/2019,6,0.15,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/17/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/18/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/19/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/20/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/21/2019,,,0.01,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/22/2019,,,1.71,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/23/2019,,,2.34,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/24/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/25/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/26/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/27/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/28/2019,,,1.32,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/29/2019,,,1.15,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,9/30/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/1/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/2/2019,,,0.04,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/3/2019,,,0.32,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/4/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/5/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/6/2019,,,0.02,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/7/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/8/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/9/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/10/2019,,,0.46,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/11/2019,,,0.15,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/12/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/13/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/14/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/15/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/16/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/17/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/18/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/19/2019,,,0.13,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/20/2019,,,0.07,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/21/2019,,,0.27,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/22/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/23/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/24/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/25/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/26/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/27/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/28/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/29/2019,,,0.21,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/30/2019,,,0.05,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,10/31/2019,,,0.09,,1,1,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/1/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/2/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/3/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/4/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/5/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/6/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/7/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/8/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/9/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/10/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/11/2019,,,0.06,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/12/2019,,,0.06,,1,1,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/13/2019,,,0,,0,0.5,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/14/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/15/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/16/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/17/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/18/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/19/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/20/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/21/2019,,,0.23,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/22/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/23/2019,,,0,,0,0,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/24/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/25/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/26/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/27/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/28/2019,,,0.02,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/29/2019,,,0.16,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,11/30/2019,,,0.73,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/1/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/2/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/3/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/4/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/5/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/6/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/7/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/8/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/9/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/10/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/11/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/12/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/13/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/14/2019,,,0.08,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/15/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/16/2019,,,0.34,,5.3,5.3,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/17/2019,,,0.06,,1,6.2,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/18/2019,,,0,,0,5.4,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/19/2019,,,0,,0,4.2,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/20/2019,,,0,,0,2.5,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/21/2019,,,0,,0,0.7,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/22/2019,,,0,,0,0,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/23/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/24/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/25/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/26/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/27/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/28/2019,,,0,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/29/2019,,,1.19,,,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/30/2019,,,0,,0,0,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,12/31/2019,,,0,,0,,,,,,
US1KSJO0053,"OVERLAND PARK 3.3 S, KS US",38.86693,-94.692337,299.9,1/1/2020,,,0,,0,,,,,,
