Delaware County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Date","Value","Rank","1901-2000 Mean","Anomaly (1901-2000 base period)"
DE-001,"Kent County",190109,67.2,56,67.2,0.0
DE-001,"Kent County",190110,55.2,40,56.1,-0.9
DE-001,"Kent County",190111,39.0,1,45.4,-6.4
DE-001,"Kent County",190112,33.6,30,35.8,-2.2
DE-001,"Kent County",190201,29.9,29,32.9,-3.0
DE-001,"Kent County",190202,27.3,11,34.1,-6.8
DE-001,"Kent County",190203,45.0,92,42.7,2.3
DE-001,"Kent County",190204,50.7,30,52,-1.3
DE-001,"Kent County",190205,62.6,66,62.2,0.4
DE-001,"Kent County",190206,70.0,34,70.7,-0.7
DE-001,"Kent County",190207,75.4,59,75.4,0.0
DE-001,"Kent County",190208,71.7,17,73.5,-1.8
DE-001,"Kent County",190209,65.8,26,67.2,-1.4
DE-001,"Kent County",190210,57.2,79,56.1,1.1
DE-001,"Kent County",190211,50.6,118,45.4,5.2
DE-001,"Kent County",190212,33.8,32,35.8,-2.0
DE-001,"Kent County",190301,31.4,47,32.9,-1.5
DE-001,"Kent County",190302,35.6,77,34.1,1.5
DE-001,"Kent County",190303,48.2,118,42.7,5.5
DE-001,"Kent County",190304,51.7,53,52,-0.3
DE-001,"Kent County",190305,62.9,72,62.2,0.7
DE-001,"Kent County",190306,65.5,2,70.7,-5.2
DE-001,"Kent County",190307,74.7,38,75.4,-0.7
DE-001,"Kent County",190308,71.4,9,73.5,-2.1
DE-001,"Kent County",190309,66.1,34,67.2,-1.1
DE-001,"Kent County",190310,56.3,57,56.1,0.2
DE-001,"Kent County",190311,41.0,6,45.4,-4.4
DE-001,"Kent County",190312,30.2,11,35.8,-5.6
DE-001,"Kent County",190401,26.1,8,32.9,-6.8
DE-001,"Kent County",190402,26.3,8,34.1,-7.8
DE-001,"Kent County",190403,39.8,27,42.7,-2.9
DE-001,"Kent County",190404,48.4,6,52,-3.6
DE-001,"Kent County",190405,63.5,83,62.2,1.3
DE-001,"Kent County",190406,69.4,25,70.7,-1.3
DE-001,"Kent County",190407,73.2,10,75.4,-2.2
DE-001,"Kent County",190408,72.4,30,73.5,-1.1
DE-001,"Kent County",190409,66.6,42,67.2,-0.6
DE-001,"Kent County",190410,52.7,14,56.1,-3.4
DE-001,"Kent County",190411,41.5,8,45.4,-3.9
DE-001,"Kent County",190412,28.7,5,35.8,-7.1
DE-001,"Kent County",190501,28.0,15,32.9,-4.9
DE-001,"Kent County",190502,24.5,5,34.1,-9.6
DE-001,"Kent County",190503,43.3,67,42.7,0.6
DE-001,"Kent County",190504,51.3,44,52,-0.7
DE-001,"Kent County",190505,63.6,85,62.2,1.4
DE-001,"Kent County",190506,70.1,37,70.7,-0.6
DE-001,"Kent County",190507,75.1,51,75.4,-0.3
DE-001,"Kent County",190508,72.4,30,73.5,-1.1
DE-001,"Kent County",190509,66.9,49,67.2,-0.3
DE-001,"Kent County",190510,56.5,60,56.1,0.4
DE-001,"Kent County",190511,43.5,29,45.4,-1.9
DE-001,"Kent County",190512,36.8,68,35.8,1.0
DE-001,"Kent County",190601,38.4,110,32.9,5.5
DE-001,"Kent County",190602,33.1,46,34.1,-1.0
DE-001,"Kent County",190603,37.3,9,42.7,-5.4
DE-001,"Kent County",190604,53.0,75,52,1.0
DE-001,"Kent County",190605,63.1,76,62.2,0.9
DE-001,"Kent County",190606,71.6,79,70.7,0.9
DE-001,"Kent County",190607,73.8,16,75.4,-1.6
DE-001,"Kent County",190608,75.6,98,73.5,2.1
DE-001,"Kent County",190609,70.4,108,67.2,3.2
DE-001,"Kent County",190610,55.7,46,56.1,-0.4
DE-001,"Kent County",190611,44.2,35,45.4,-1.2
DE-001,"Kent County",190612,36.0,58,35.8,0.2
DE-001,"Kent County",190701,35.4,91,32.9,2.5
DE-001,"Kent County",190702,27.4,12,34.1,-6.7
DE-001,"Kent County",190703,44.9,89,42.7,2.2
DE-001,"Kent County",190704,46.4,1,52,-5.6
DE-001,"Kent County",190705,57.3,3,62.2,-4.9
DE-001,"Kent County",190706,64.5,1,70.7,-6.2
DE-001,"Kent County",190707,75.0,46,75.4,-0.4
DE-001,"Kent County",190708,71.8,18,73.5,-1.7
DE-001,"Kent County",190709,68.2,79,67.2,1.0
DE-001,"Kent County",190710,50.9,3,56.1,-5.2
DE-001,"Kent County",190711,43.8,31,45.4,-1.6
DE-001,"Kent County",190712,38.0,78,35.8,2.2
DE-001,"Kent County",190801,32.9,60,32.9,-0.0
DE-001,"Kent County",190802,30.3,23,34.1,-3.8
DE-001,"Kent County",190803,45.4,95,42.7,2.7
DE-001,"Kent County",190804,53.7,85,52,1.7
DE-001,"Kent County",190805,63.7,86,62.2,1.5
DE-001,"Kent County",190806,70.4,43,70.7,-0.3
DE-001,"Kent County",190807,76.9,93,75.4,1.5
DE-001,"Kent County",190808,71.1,6,73.5,-2.4
DE-001,"Kent County",190809,65.3,18,67.2,-1.9
DE-001,"Kent County",190810,57.8,93,56.1,1.7
DE-001,"Kent County",190811,44.3,38,45.4,-1.1
DE-001,"Kent County",190812,35.4,47,35.8,-0.4
DE-001,"Kent County",190901,35.6,95,32.9,2.7
DE-001,"Kent County",190902,41.6,122,34.1,7.5
DE-001,"Kent County",190903,40.0,30,42.7,-2.7
DE-001,"Kent County",190904,52.2,66,52,0.2
DE-001,"Kent County",190905,62.0,56,62.2,-0.2
DE-001,"Kent County",190906,71.1,58,70.7,0.4
DE-001,"Kent County",190907,72.5,2,75.4,-2.9
DE-001,"Kent County",190908,71.0,4,73.5,-2.5
DE-001,"Kent County",190909,65.2,16,67.2,-2.0
DE-001,"Kent County",190910,51.2,5,56.1,-4.9
DE-001,"Kent County",190911,47.2,92,45.4,1.8
DE-001,"Kent County",190912,30.0,10,35.8,-5.8
DE-001,"Kent County",191001,31.1,39,32.9,-1.8
DE-001,"Kent County",191002,33.7,52,34.1,-0.4
DE-001,"Kent County",191003,47.7,115,42.7,5.0
DE-001,"Kent County",191004,55.4,112,52,3.4
DE-001,"Kent County",191005,60.7,30,62.2,-1.5
DE-001,"Kent County",191006,67.9,10,70.7,-2.8
DE-001,"Kent County",191007,75.6,69,75.4,0.2
DE-001,"Kent County",191008,71.8,18,73.5,-1.7
DE-001,"Kent County",191009,68.7,90,67.2,1.5
DE-001,"Kent County",191010,57.8,93,56.1,1.7
DE-001,"Kent County",191011,39.9,3,45.4,-5.5
DE-001,"Kent County",191012,28.2,3,35.8,-7.6
DE-001,"Kent County",191101,36.4,99,32.9,3.5
DE-001,"Kent County",191102,34.2,57,34.1,0.1
DE-001,"Kent County",191103,39.4,22,42.7,-3.3
DE-001,"Kent County",191104,47.9,4,52,-4.1
DE-001,"Kent County",191105,66.7,119,62.2,4.5
DE-001,"Kent County",191106,70.8,50,70.7,0.1
DE-001,"Kent County",191107,76.9,93,75.4,1.5
DE-001,"Kent County",191108,74.0,68,73.5,0.5
DE-001,"Kent County",191109,68.3,80,67.2,1.1
DE-001,"Kent County",191110,55.4,44,56.1,-0.7
DE-001,"Kent County",191111,42.7,17,45.4,-2.7
DE-001,"Kent County",191112,39.9,103,35.8,4.1
DE-001,"Kent County",191201,24.3,4,32.9,-8.6
DE-001,"Kent County",191202,29.4,16,34.1,-4.7
DE-001,"Kent County",191203,39.3,21,42.7,-3.4
DE-001,"Kent County",191204,52.7,71,52,0.7
DE-001,"Kent County",191205,63.0,74,62.2,0.8
DE-001,"Kent County",191206,69.3,24,70.7,-1.4
DE-001,"Kent County",191207,74.0,21,75.4,-1.4
DE-001,"Kent County",191208,71.9,20,73.5,-1.6
DE-001,"Kent County",191209,68.5,86,67.2,1.3
DE-001,"Kent County",191210,57.7,89,56.1,1.6
DE-001,"Kent County",191211,45.3,59,45.4,-0.1
DE-001,"Kent County",191212,38.5,85,35.8,2.7
DE-001,"Kent County",191301,42.4,124,32.9,9.5
DE-001,"Kent County",191302,34.0,55,34.1,-0.1
DE-001,"Kent County",191303,47.4,114,42.7,4.7
DE-001,"Kent County",191304,53.6,84,52,1.6
DE-001,"Kent County",191305,62.1,57,62.2,-0.1
DE-001,"Kent County",191306,70.0,34,70.7,-0.7
DE-001,"Kent County",191307,75.6,69,75.4,0.2
DE-001,"Kent County",191308,72.4,30,73.5,-1.1
DE-001,"Kent County",191309,66.4,37,67.2,-0.8
DE-001,"Kent County",191310,57.2,79,56.1,1.1
DE-001,"Kent County",191311,46.1,72,45.4,0.7
DE-001,"Kent County",191312,38.0,78,35.8,2.2
DE-001,"Kent County",191401,35.5,93,32.9,2.6
DE-001,"Kent County",191402,29.2,15,34.1,-4.9
DE-001,"Kent County",191403,36.9,6,42.7,-5.8
DE-001,"Kent County",191404,50.8,32,52,-1.2
DE-001,"Kent County",191405,64.1,94,62.2,1.9
DE-001,"Kent County",191406,71.6,79,70.7,0.9
DE-001,"Kent County",191407,74.4,33,75.4,-1.0
DE-001,"Kent County",191408,75.3,90,73.5,1.8
DE-001,"Kent County",191409,64.1,8,67.2,-3.1
DE-001,"Kent County",191410,58.4,98,56.1,2.3
DE-001,"Kent County",191411,44.2,35,45.4,-1.2
DE-001,"Kent County",191412,32.3,21,35.8,-3.5
DE-001,"Kent County",191501,34.8,85,32.9,1.9
DE-001,"Kent County",191502,37.5,94,34.1,3.4
DE-001,"Kent County",191503,36.6,4,42.7,-6.1
DE-001,"Kent County",191504,55.9,116,52,3.9
DE-001,"Kent County",191505,60.4,22,62.2,-1.8
DE-001,"Kent County",191506,68.0,12,70.7,-2.7
DE-001,"Kent County",191507,74.4,33,75.4,-1.0
DE-001,"Kent County",191508,72.3,26,73.5,-1.2
DE-001,"Kent County",191509,68.4,82,67.2,1.2
DE-001,"Kent County",191510,56.5,60,56.1,0.4
DE-001,"Kent County",191511,44.1,33,45.4,-1.3
DE-001,"Kent County",191512,33.0,25,35.8,-2.8
DE-001,"Kent County",191601,37.9,108,32.9,5.0
DE-001,"Kent County",191602,31.7,30,34.1,-2.4
DE-001,"Kent County",191603,34.8,2,42.7,-7.9
DE-001,"Kent County",191604,50.3,25,52,-1.7
DE-001,"Kent County",191605,63.9,91,62.2,1.7
DE-001,"Kent County",191606,66.7,4,70.7,-4.0
DE-001,"Kent County",191607,75.2,54,75.4,-0.2
DE-001,"Kent County",191608,74.1,72,73.5,0.6
DE-001,"Kent County",191609,65.1,15,67.2,-2.1
DE-001,"Kent County",191610,55.6,45,56.1,-0.5
DE-001,"Kent County",191611,45.1,56,45.4,-0.3
DE-001,"Kent County",191612,33.6,30,35.8,-2.2
DE-001,"Kent County",191701,33.4,69,32.9,0.5
DE-001,"Kent County",191702,31.4,29,34.1,-2.7
DE-001,"Kent County",191703,41.0,47,42.7,-1.7
DE-001,"Kent County",191704,51.9,59,52,-0.1
DE-001,"Kent County",191705,56.5,2,62.2,-5.7
DE-001,"Kent County",191706,70.9,55,70.7,0.2
DE-001,"Kent County",191707,74.9,45,75.4,-0.5
DE-001,"Kent County",191708,73.5,58,73.5,-0.0
DE-001,"Kent County",191709,62.0,1,67.2,-5.2
DE-001,"Kent County",191710,51.6,6,56.1,-4.5
DE-001,"Kent County",191711,40.2,4,45.4,-5.2
DE-001,"Kent County",191712,27.7,2,35.8,-8.1
DE-001,"Kent County",191801,21.6,2,32.9,-11.3
DE-001,"Kent County",191802,32.8,38,34.1,-1.3
DE-001,"Kent County",191803,44.4,82,42.7,1.7
DE-001,"Kent County",191804,51.4,48,52,-0.6
DE-001,"Kent County",191805,66.7,119,62.2,4.5
DE-001,"Kent County",191806,68.1,13,70.7,-2.6
DE-001,"Kent County",191807,73.0,8,75.4,-2.4
DE-001,"Kent County",191808,75.4,95,73.5,1.9
DE-001,"Kent County",191809,62.8,2,67.2,-4.4
DE-001,"Kent County",191810,58.4,98,56.1,2.3
DE-001,"Kent County",191811,44.1,33,45.4,-1.3
DE-001,"Kent County",191812,39.6,102,35.8,3.8
DE-001,"Kent County",191901,35.3,89,32.9,2.4
DE-001,"Kent County",191902,34.5,60,34.1,0.4
DE-001,"Kent County",191903,45.8,101,42.7,3.1
DE-001,"Kent County",191904,51.3,44,52,-0.7
DE-001,"Kent County",191905,62.5,64,62.2,0.3
DE-001,"Kent County",191906,70.2,38,70.7,-0.5
DE-001,"Kent County",191907,74.8,41,75.4,-0.6
DE-001,"Kent County",191908,71.6,12,73.5,-1.9
DE-001,"Kent County",191909,66.9,49,67.2,-0.3
DE-001,"Kent County",191910,62.0,124,56.1,5.9
DE-001,"Kent County",191911,45.2,57,45.4,-0.2
DE-001,"Kent County",191912,30.4,13,35.8,-5.4
DE-001,"Kent County",192001,26.8,11,32.9,-6.1
DE-001,"Kent County",192002,30.1,21,34.1,-4.0
DE-001,"Kent County",192003,42.0,52,42.7,-0.7
DE-001,"Kent County",192004,51.0,37,52,-1.0
DE-001,"Kent County",192005,57.4,4,62.2,-4.8
DE-001,"Kent County",192006,69.6,27,70.7,-1.1
DE-001,"Kent County",192007,73.2,10,75.4,-2.2
DE-001,"Kent County",192008,73.2,50,73.5,-0.3
DE-001,"Kent County",192009,67.2,56,67.2,0.0
DE-001,"Kent County",192010,59.1,108,56.1,3.0
DE-001,"Kent County",192011,44.4,39,45.4,-1.0
DE-001,"Kent County",192012,37.9,76,35.8,2.1
DE-001,"Kent County",192101,35.4,91,32.9,2.5
DE-001,"Kent County",192102,36.9,91,34.1,2.8
DE-001,"Kent County",192103,54.2,126,42.7,11.5
DE-001,"Kent County",192104,57.2,120,52,5.2
DE-001,"Kent County",192105,60.4,22,62.2,-1.8
DE-001,"Kent County",192106,71.4,75,70.7,0.7
DE-001,"Kent County",192107,77.6,103,75.4,2.2
DE-001,"Kent County",192108,71.3,7,73.5,-2.2
DE-001,"Kent County",192109,71.9,121,67.2,4.7
DE-001,"Kent County",192110,54.8,36,56.1,-1.3
DE-001,"Kent County",192111,46.7,80,45.4,1.3
DE-001,"Kent County",192112,34.8,41,35.8,-1.0
DE-001,"Kent County",192201,29.6,25,32.9,-3.3
DE-001,"Kent County",192202,36.0,83,34.1,1.9
DE-001,"Kent County",192203,43.7,71,42.7,1.0
DE-001,"Kent County",192204,52.7,71,52,0.7
DE-001,"Kent County",192205,63.5,83,62.2,1.3
DE-001,"Kent County",192206,72.3,90,70.7,1.6
DE-001,"Kent County",192207,74.2,26,75.4,-1.2
DE-001,"Kent County",192208,71.5,11,73.5,-2.0
DE-001,"Kent County",192209,67.0,53,67.2,-0.2
DE-001,"Kent County",192210,57.2,79,56.1,1.1
DE-001,"Kent County",192211,45.5,66,45.4,0.1
DE-001,"Kent County",192212,35.6,54,35.8,-0.2
DE-001,"Kent County",192301,34.5,81,32.9,1.6
DE-001,"Kent County",192302,29.7,19,34.1,-4.4
DE-001,"Kent County",192303,43.2,65,42.7,0.5
DE-001,"Kent County",192304,50.8,32,52,-1.2
DE-001,"Kent County",192305,60.8,32,62.2,-1.4
DE-001,"Kent County",192306,73.5,114,70.7,2.8
DE-001,"Kent County",192307,72.6,5,75.4,-2.8
DE-001,"Kent County",192308,72.0,21,73.5,-1.5
DE-001,"Kent County",192309,67.5,65,67.2,0.3
DE-001,"Kent County",192310,54.3,27,56.1,-1.8
DE-001,"Kent County",192311,43.1,23,45.4,-2.3
DE-001,"Kent County",192312,42.8,118,35.8,7.0
DE-001,"Kent County",192401,34.1,79,32.9,1.2
DE-001,"Kent County",192402,31.9,33,34.1,-2.2
DE-001,"Kent County",192403,40.8,43,42.7,-1.9
DE-001,"Kent County",192404,49.2,13,52,-2.8
DE-001,"Kent County",192405,58.6,6,62.2,-3.6
DE-001,"Kent County",192406,68.3,15,70.7,-2.4
DE-001,"Kent County",192407,72.8,6,75.4,-2.6
DE-001,"Kent County",192408,72.8,39,73.5,-0.7
DE-001,"Kent County",192409,63.0,4,67.2,-4.2
DE-001,"Kent County",192410,54.6,31,56.1,-1.5
DE-001,"Kent County",192411,44.4,39,45.4,-1.0
DE-001,"Kent County",192412,35.2,44,35.8,-0.6
DE-001,"Kent County",192501,31.3,45,32.9,-1.6
DE-001,"Kent County",192502,41.6,122,34.1,7.5
DE-001,"Kent County",192503,45.0,92,42.7,2.3
DE-001,"Kent County",192504,53.8,87,52,1.8
DE-001,"Kent County",192505,58.6,6,62.2,-3.6
DE-001,"Kent County",192506,76.0,123,70.7,5.3
DE-001,"Kent County",192507,74.8,41,75.4,-0.6
DE-001,"Kent County",192508,71.0,4,73.5,-2.5
DE-001,"Kent County",192509,70.8,113,67.2,3.6
DE-001,"Kent County",192510,51.1,4,56.1,-5.0
DE-001,"Kent County",192511,42.7,17,45.4,-2.7
DE-001,"Kent County",192512,35.0,42,35.8,-0.8
DE-001,"Kent County",192601,32.3,52,32.9,-0.6
DE-001,"Kent County",192602,33.9,53,34.1,-0.2
DE-001,"Kent County",192603,38.0,12,42.7,-4.7
DE-001,"Kent County",192604,49.5,17,52,-2.5
DE-001,"Kent County",192605,61.0,38,62.2,-1.2
DE-001,"Kent County",192606,67.6,8,70.7,-3.1
DE-001,"Kent County",192607,74.6,36,75.4,-0.8
DE-001,"Kent County",192608,74.8,80,73.5,1.3
DE-001,"Kent County",192609,67.3,60,67.2,0.1
DE-001,"Kent County",192610,55.2,40,56.1,-0.9
DE-001,"Kent County",192611,42.9,20,45.4,-2.5
DE-001,"Kent County",192612,31.0,16,35.8,-4.8
DE-001,"Kent County",192701,32.2,51,32.9,-0.7
DE-001,"Kent County",192702,39.2,110,34.1,5.1
DE-001,"Kent County",192703,44.2,80,42.7,1.5
DE-001,"Kent County",192704,48.9,9,52,-3.1
DE-001,"Kent County",192705,60.6,28,62.2,-1.6
DE-001,"Kent County",192706,66.3,3,70.7,-4.4
DE-001,"Kent County",192707,74.0,21,75.4,-1.4
DE-001,"Kent County",192708,68.5,1,73.5,-5.0
DE-001,"Kent County",192709,66.8,48,67.2,-0.4
DE-001,"Kent County",192710,57.7,89,56.1,1.6
DE-001,"Kent County",192711,49.7,109,45.4,4.3
DE-001,"Kent County",192712,37.7,74,35.8,1.9
DE-001,"Kent County",192801,33.4,69,32.9,0.5
DE-001,"Kent County",192802,34.3,58,34.1,0.2
DE-001,"Kent County",192803,40.9,45,42.7,-1.8
DE-001,"Kent County",192804,49.6,19,52,-2.4
DE-001,"Kent County",192805,59.7,14,62.2,-2.5
DE-001,"Kent County",192806,69.5,26,70.7,-1.2
DE-001,"Kent County",192807,75.7,74,75.4,0.3
DE-001,"Kent County",192808,75.8,102,73.5,2.3
DE-001,"Kent County",192809,63.2,5,67.2,-4.0
DE-001,"Kent County",192810,56.8,69,56.1,0.7
DE-001,"Kent County",192811,46.3,75,45.4,0.9
DE-001,"Kent County",192812,35.4,47,35.8,-0.4
DE-001,"Kent County",192901,32.8,59,32.9,-0.1
DE-001,"Kent County",192902,33.0,43,34.1,-1.1
DE-001,"Kent County",192903,48.2,118,42.7,5.5
DE-001,"Kent County",192904,54.4,97,52,2.4
DE-001,"Kent County",192905,61.8,51,62.2,-0.4
DE-001,"Kent County",192906,70.5,45,70.7,-0.2
DE-001,"Kent County",192907,74.3,30,75.4,-1.1
DE-001,"Kent County",192908,71.4,9,73.5,-2.1
DE-001,"Kent County",192909,67.8,70,67.2,0.6
DE-001,"Kent County",192910,53.0,17,56.1,-3.1
DE-001,"Kent County",192911,45.8,68,45.4,0.4
DE-001,"Kent County",192912,36.5,62,35.8,0.7
DE-001,"Kent County",193001,34.5,81,32.9,1.6
DE-001,"Kent County",193002,38.4,101,34.1,4.3
DE-001,"Kent County",193003,42.4,58,42.7,-0.3
DE-001,"Kent County",193004,49.1,12,52,-2.9
DE-001,"Kent County",193005,64.3,100,62.2,2.1
DE-001,"Kent County",193006,72.4,92,70.7,1.7
DE-001,"Kent County",193007,76.9,93,75.4,1.5
DE-001,"Kent County",193008,73.0,46,73.5,-0.5
DE-001,"Kent County",193009,72.3,124,67.2,5.1
DE-001,"Kent County",193010,53.3,21,56.1,-2.8
DE-001,"Kent County",193011,44.6,45,45.4,-0.8
DE-001,"Kent County",193012,33.2,27,35.8,-2.6
DE-001,"Kent County",193101,34.1,79,32.9,1.2
DE-001,"Kent County",193102,35.6,77,34.1,1.5
DE-001,"Kent County",193103,39.0,18,42.7,-3.7
DE-001,"Kent County",193104,50.6,29,52,-1.4
DE-001,"Kent County",193105,61.3,44,62.2,-0.9
DE-001,"Kent County",193106,70.2,38,70.7,-0.5
DE-001,"Kent County",193107,77.8,106,75.4,2.4
DE-001,"Kent County",193108,74.1,72,73.5,0.6
DE-001,"Kent County",193109,71.9,121,67.2,4.7
DE-001,"Kent County",193110,58.9,106,56.1,2.8
DE-001,"Kent County",193111,50.6,118,45.4,5.2
DE-001,"Kent County",193112,42.5,115,35.8,6.7
DE-001,"Kent County",193201,44.3,125,32.9,11.4
DE-001,"Kent County",193202,39.1,107,34.1,5.0
DE-001,"Kent County",193203,38.8,17,42.7,-3.9
DE-001,"Kent County",193204,50.0,23,52,-2.0
DE-001,"Kent County",193205,61.3,44,62.2,-0.9
DE-001,"Kent County",193206,70.6,48,70.7,-0.1
DE-001,"Kent County",193207,75.1,51,75.4,-0.3
DE-001,"Kent County",193208,74.5,76,73.5,1.0
DE-001,"Kent County",193209,67.7,69,67.2,0.5
DE-001,"Kent County",193210,56.7,66,56.1,0.6
DE-001,"Kent County",193211,43.3,25,45.4,-2.1
DE-001,"Kent County",193212,37.6,71,35.8,1.8
DE-001,"Kent County",193301,40.4,118,32.9,7.5
DE-001,"Kent County",193302,36.3,87,34.1,2.2
DE-001,"Kent County",193303,40.5,42,42.7,-2.2
DE-001,"Kent County",193304,51.7,53,52,-0.3
DE-001,"Kent County",193305,65.0,108,62.2,2.8
DE-001,"Kent County",193306,72.1,85,70.7,1.4
DE-001,"Kent County",193307,73.8,16,75.4,-1.6
DE-001,"Kent County",193308,74.3,74,73.5,0.8
DE-001,"Kent County",193309,70.4,108,67.2,3.2
DE-001,"Kent County",193310,54.7,34,56.1,-1.4
DE-001,"Kent County",193311,42.0,10,45.4,-3.4
DE-001,"Kent County",193312,35.4,47,35.8,-0.4
DE-001,"Kent County",193401,36.4,99,32.9,3.5
DE-001,"Kent County",193402,21.1,1,34.1,-13.0
DE-001,"Kent County",193403,38.6,14,42.7,-4.1
DE-001,"Kent County",193404,50.5,28,52,-1.5
DE-001,"Kent County",193405,63.4,79,62.2,1.2
DE-001,"Kent County",193406,74.5,120,70.7,3.8
DE-001,"Kent County",193407,77.6,103,75.4,2.2
DE-001,"Kent County",193408,71.6,12,73.5,-1.9
DE-001,"Kent County",193409,68.2,79,67.2,1.0
DE-001,"Kent County",193410,53.0,17,56.1,-3.1
DE-001,"Kent County",193411,47.1,90,45.4,1.7
DE-001,"Kent County",193412,34.7,39,35.8,-1.1
DE-001,"Kent County",193501,31.1,39,32.9,-1.8
DE-001,"Kent County",193502,32.0,35,34.1,-2.1
DE-001,"Kent County",193503,46.8,110,42.7,4.1
DE-001,"Kent County",193504,49.3,16,52,-2.7
DE-001,"Kent County",193505,58.9,9,62.2,-3.3
DE-001,"Kent County",193506,70.0,34,70.7,-0.7
DE-001,"Kent County",193507,76.0,83,75.4,0.6
